BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,4905,17,,D4," 282 EAST 35TH STREET, 7W ",,11203,0,0,0,0,0,1957, 2 , D4 ," $220,000 ",5/3/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,4906,1,,D4," 3500 SNYDER AVENUE, 2C ",,11203,0,0,0,0,0,1957, 2 , D4 ," $270,000 ",11/20/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,4906,65,,D4," 285 EAST 35TH STREET, 4F ",,11203,0,0,0,0,0,1959, 2 , D4 ," $237,500 ",2/28/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,4906,65,,D4," 285 EAST 35TH STREET, 4J ",,11203,0,0,0,0,0,1959, 2 , D4 ," $229,000 ",12/19/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,4906,65,,D4," 285 EAST 35TH STREET, 5B ",,11203,0,0,0,0,0,1959, 2 , D4 ," $226,000 ",6/7/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,4906,65,,D4," 285 EAST 35TH STREET, 6E ",,11203,0,0,0,0,0,1959, 2 , D4 ," $275,000 ",8/9/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7558,63,,D4," 720 EAST 31ST, 3H ",,11210,0,0,0,0,0,1963, 2 , D4 , $-   ,4/9/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,23,,D4," 745 EAST 31 STREET, 2F ",,11210,0,0,0,0,0,1963, 2 , D4 ," $370,000 ",4/8/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,23,,D4," 745 EAST 31 STREET, 3H ",,11210,0,0,0,0,0,1963, 2 , D4 ," $238,533 ",12/5/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,23,,D4," 745 EAST 31 STREET, 4L ",,11210,0,0,0,0,0,1963, 2 , D4 ," $265,000 ",8/30/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,23,,D4," 745 EAST 31ST STREET, 2B ",,11210,0,0,0,0,0,1963, 2 , D4 ," $129,000 ",9/5/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,23,,D4," 745 EAST 31ST STREET, 2F ",,11210,0,0,0,0,0,1963, 2 , D4 ," $192,000 ",10/18/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,23,,D4," 745 EAST 31ST STREET, 4L ",,11210,0,0,0,0,0,1963, 2 , D4 ," $399,000 ",2/26/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,23,,D4," 745 EAST 31ST STREET, 7J ",,11210,0,0,0,0,0,1963, 2 , D4 ," $135,000 ",10/22/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,51,,D4," 720 E. 32 STREET, J4 ",,11210,0,0,0,0,0,1963, 2 , D4 , $-   ,7/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,51,,D4," 720 EAST 32ND STREET, A7 ",,11210,0,0,0,0,0,1963, 2 , D4 ," $186,575 ",12/31/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,51,,D4," 720 EAST 32ND STREET, B5 ",,11210,0,0,0,0,0,1963, 2 , D4 ," $249,000 ",1/31/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,59,,D4," 740 E. 32 STREET, A7 ",,11210,0,0,0,0,0,1963, 2 , D4 , $-   ,7/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,59,,D4," 740 E. 32 STREET, G5 ",,11210,0,0,0,0,0,1963, 2 , D4 ," $320,000 ",7/5/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,59,,D4," 740 E. 32 STREET, H2 ",,11210,0,0,0,0,0,1963, 2 , D4 , $-   ,7/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,59,,D4," 740 E. 32ND STREET, B3 ",,11210,0,0,0,0,0,1963, 2 , D4 , $-   ,7/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,59,,D4," 740 E. 32ND STREET, J7 ",,11210,0,0,0,0,0,1963, 2 , D4 , $-   ,7/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,59,,D4," 740 EAST 32ND STREET, A1 ",,11210,0,0,0,0,0,1963, 2 , D4 ," $350,000 ",11/8/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7559,59,,D4," 740 EAST 32ND, 6G ",,11210,0,0,0,0,0,1963, 2 , D4 , $-   ,5/10/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7560,1,,D4," 3215 AVENUE H, 11B ",,11210,0,0,0,0,0,1961, 2 , D4 ," $185,000 ",7/27/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7560,1,,D4," 3215 AVENUE H, 5D ",,11210,0,0,0,0,0,1961, 2 , D4 , $-   ,3/4/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7560,1,,D4," 3215 AVENUE H, 6J ",,11210,0,0,0,0,0,1961, 2 , D4 ," $317,500 ",1/3/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7578,62,,D4," 3220 AVENUE H, 2L ",,11210,0,0,0,0,0,1941, 2 , D4 ," $180,000 ",10/30/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7578,62,,D4," 3220 AVENUE H, 3D ",,11210,0,0,0,0,0,1941, 2 , D4 ," $317,000 ",12/13/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7578,62,,D4," 3220 AVENUE H, 4H ",,11210,0,0,0,0,0,1941, 2 , D4 ," $275,000 ",10/29/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7578,62,,D4," 3220 AVENUE H, 6E ",,11210,0,0,0,0,0,1941, 2 , D4 ," $322,000 ",1/16/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7578,62,,D4," 3220 AVENUE H, 6F ",,11210,0,0,0,0,0,1941, 2 , D4 ," $315,000 ",9/7/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, 608 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $100,000 ",7/2/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, 906A ",,11210,0,0,0,0,0,1964, 2 , D4 , $-   ,9/7/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, A1402 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $340,000 ",6/21/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, A2004 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $330,000 ",5/4/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, A2105 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $270,000 ",5/8/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, A603 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $310,000 ",9/4/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, A707 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $330,000 ",4/15/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, B1101 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $325,000 ",5/23/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, B1801 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $350,000 ",4/11/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, B2002 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $328,500 ",2/4/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, B2003 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $430,000 ",4/26/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, B404 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $350,000 ",1/23/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, B607 ",,11210,0,0,0,0,0,1964, 2 , D4 , $-   ,8/2/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, B902 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $299,000 ",5/15/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, B907 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $349,999 ",2/5/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, C101 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $225,000 ",9/21/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, C109 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $285,000 ",2/26/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, C1602 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $330,000 ",5/8/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, C1909 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $252,000 ",5/11/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, C2110 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $265,000 ",7/25/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,10,,D4," 1655 FLATBUSH AVENUE, C702 ",,11210,0,0,0,0,0,1964, 2 , D4 ," $343,000 ",7/27/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,29,,D4," 3420 AVENUE H, 1D ",,11210,0,0,0,0,0,1950, 2 , D4 ," $312,000 ",10/11/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,29,,D4, 3510 AVE H ,,11210,0,0,0,0,0,1950, 2 , D4 ," $330,000 ",6/29/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,29,,D4," 3510 AVENUE H, 5B ",,11210,0,0,0,0,0,1950, 2 , D4 ," $225,750 ",6/22/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7579,29,,D4," 3510 AVENUE H, 5K ",,11210,0,0,0,0,0,1950, 2 , D4 ," $165,000 ",1/29/2019
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7630,12,,D4," 2525 NOSTRAND AVE, 2H ",,11210,0,0,0,0,0,1953, 2 , D4 , $-   ,5/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7630,12,,D4," 2525 NOSTRAND AVE, 2V ",,11210,0,0,0,0,0,1953, 2 , D4 , $-   ,5/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7630,12,,D4," 2525 NOSTRAND AVE., 2T ",,11210,0,0,0,0,0,1953, 2 , D4 , $-   ,5/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7630,12,,D4," 2525 NOSTRAND AVE., 3T ",,11210,0,0,0,0,0,1953, 2 , D4 , $-   ,5/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7630,12,,D4," 2525 NOSTRAND AVE., 4T ",,11210,0,0,0,0,0,1953, 2 , D4 , $-   ,5/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7630,12,,D4," 2525 NOSTRAND AVE., 5H ",,11210,0,0,0,0,0,1953, 2 , D4 , $-   ,5/1/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7630,12,,D4," 2525 NOSTRAND AVENUE, 3N ",,11210,0,0,0,0,0,1953, 2 , D4 ," $250,000 ",8/7/2018
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,2,7630,12,,D4," 2525 NOSTRAND AVENUE, 6L ",,11210,0,0,0,0,0,1953, 2 , D4 ," $244,000 ",2/4/2019
3,FLATBUSH-EAST,12 CONDOS - WALKUP APARTMENTS,2,4868,1026,,R2, 260 LINDEN BOULEVARD ,4C,11226,1,0,1,"26,356",977,0, 2 , R2 ," $520,000 ",10/11/2018
3,FLATBUSH-EAST,12 CONDOS - WALKUP APARTMENTS,2,4868,1027,,R2, 260 LINDEN BLVD ,4D,11226,1,0,1,"26,356",762,0, 2 , R2 ," $415,115 ",10/3/2018
3,FLATBUSH-EAST,12 CONDOS - WALKUP APARTMENTS,2,4868,1056,,R2," 291 MARTENSE STREET, 4M ",4M,11226,1,0,1,"26,356",733,0, 2 , R2 ," $420,000 ",3/25/2019
3,FLATBUSH-EAST,12 CONDOS - WALKUP APARTMENTS,2,7580,1001,,R2," 1010 EAST 35TH STREET, 1G ",1G,11210,1,0,1,0,"1,289",2008, 2 , R2 ," $550,000 ",12/10/2018
3,FLATBUSH-EAST,12 CONDOS - WALKUP APARTMENTS,2,7580,1020,,R2, 1000 EAST 35TH STREET ,3B,11210,1,0,1,0,971,0, 2 , R2 ," $499,000 ",11/26/2018
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2B,4681,50,,S9, 5501 CHURCH AVENUE ,,11203,5,2,7,"2,294","6,120",1931, 2 , S9 , $15 ,11/29/2018
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4700,4,,S5, 5210 CHURCH AVENUE ,,11203,5,1,6,"2,058","5,280",1931, 2 , S5 ," $960,000 ",7/17/2018
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4700,5,,S5, 5212 CHURCH AVENUE ,,11203,5,1,6,"2,100","5,280",1931, 2 , S5 ," $1,411,442 ",7/2/2018
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4700,6,,S5, 5214 CHURCH AVENUE ,,11203,5,1,6,"1,798","5,280",1931, 2 , S5 ," $960,000 ",1/28/2019
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2B,4721,7,,S9, 940 UTICA AVENUE ,,11203,4,3,7,"2,000","5,393",1931, 2 , S9 , $-   ,6/1/2018
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4781,10,,S9, 5022 AVENUE D ,,11203,2,2,4,"1,600","2,800",1931, 2 , S9 ," $1,075,000 ",10/3/2018
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4880,42,,S9, 4301 CHURCH AVENUE ,,11203,2,2,4,"2,167","3,440",1931, 2 , S9 ," $1,400,000 ",3/7/2019
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4884,40,,S9, 15-19 NOSTRAND AVENUE ,,11226,2,2,4,"2,000","4,440",1931, 2 , S9 , $-   ,2/8/2019
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4888,11,,S9, 184 E 35TH ,4,11203,2,4,6,"2,290","4,000",1931, 2 , S9 , $-   ,12/4/2018
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2B,4894,11,,S9, 920 ALBANY AVENUE ,6,11203,4,3,7,"2,236","7,920",1931, 2 , S9 ," $1,512,500 ",12/13/2018
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4989,78,,S4, 4205 FARRAGUT ROAD ,,11203,4,1,5,"2,350","6,010",1930, 2 , S4 , $-   ,4/24/2019
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,4989,81,,S3, 4215 FARRAGUT ROAD ,3,11203,3,1,4,"1,222","3,240",1930, 2 , S3 , $-   ,4/15/2019
3,FLATBUSH-EAST,14 RENTALS - 4-10 UNIT,2A,7630,42,,S5, 3002 AVENUE K ,,11210,5,1,6,"2,000","4,500",1931, 2 , S5 ," $1,425,000 ",1/23/2019
3,FLATBUSH-EAST,21 OFFICE BUILDINGS,4,4682,51,,O7, 5601 CHURCH AVENUE ,,11203,0,1,1,"1,800","1,184",1956, 4 , O7 ," $456,176 ",10/15/2018
3,FLATBUSH-EAST,21 OFFICE BUILDINGS,4,4682,51,,O7, 5601 CHURCH AVENUE ,,11203,0,1,1,"1,800","1,184",1956, 4 , O7 ," $386,935 ",3/14/2019
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,4695,5,,K4, 4710 CHURCH AVENUE ,,11203,1,2,3,"1,796","3,540",1931, 4 , K4 ," $825,000 ",5/16/2018
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,4761,1,,K1, 1087 UTICA AVENUE ,,11203,0,1,1,"4,000","4,000",1931, 4 , K1 ," $1,300,000 ",6/27/2018
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,4772,44,,K1, 5109 AVENUE D ,,11203,0,2,2,"10,000","5,424",1972, 4 , K1 , $-   ,6/28/2018
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,4780,31,,K2, 1308 UTICA AVENUE ,,11203,0,1,1,"2,000","2,400",1931, 4 , K2 , $-   ,2/8/2019
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,4887,5,,K4, 3312 CHURCH AVENUE ,,11203,0,3,3,"1,600","3,300",1931, 4 , K4 , $-   ,7/13/2018
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,4887,5,,K4, 3312 CHURCH AVENUE ,,11203,0,3,3,"1,600","3,300",1931, 4 , K4 , $-   ,7/23/2018
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,4887,7,,K4, 3316 CHURCH AVENUE ,,11203,1,1,2,"1,600","3,300",1931, 4 , K4 , $-   ,7/23/2018
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,4953,2,,K1, 3606 CLARENDON ROAD ,,11203,0,1,1,"1,567","1,600",1933, 4 , K1 ," $350,000 ",10/3/2018
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,5015,1,,K1, 4021 GLENWOOD ROAD ,,11210,0,4,4,"3,800","3,800",1940, 4 , K1 ," $774,000 ",1/23/2019
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,5015,1,,K1, 4021 GLENWOOD ROAD ,,11210,0,4,4,"3,800","3,800",1940, 4 , K1 , $-   ,3/29/2019
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,7558,47,,K4, 2135 NOSTRAND AVENUE ,,11210,0,1,1,"2,000","4,200",1930, 4 , K4 , $-   ,3/13/2019
3,FLATBUSH-EAST,22 STORE BUILDINGS,4,7618,13,,K1, 1806 FLATBUSH AVENUE ,,11210,0,3,3,"5,705","3,740",1931, 4 , K1 ," $1,875,000 ",9/24/2018
3,FLATBUSH-EAST,27 FACTORIES,4,4780,8,,F5, 1254 UTICA AVENUE ,,11203,0,1,1,"9,500","5,400",1931, 4 , F5 ," $3,166,000 ",10/23/2018
3,FLATBUSH-EAST,27 FACTORIES,4,4786,47,,F4, 4802 FARRAGUT ROAD ,,11203,0,1,1,"4,000","4,000",1931, 4 , F4 ," $1,300,000 ",2/1/2019
3,FLATBUSH-EAST,27 FACTORIES,4,7932,246,,F5, 5907 PRESTON COURT ,,11234,0,1,1,"5,925","4,000",1960, 4 , F5 , $-   ,8/9/2018
3,FLATBUSH-EAST,27 FACTORIES,4,7932,246,,F5, 5907-5909 PRESTON COURT ,,11234,0,1,1,"5,925","4,000",1960, 4 , F5 ," $650,000 ",9/13/2018
3,FLATBUSH-EAST,29 COMMERCIAL GARAGES,4,4721,9,,G7, 944 UTICA AVENUE ,,11203,0,0,0,"4,000",0,0, 4 , G7 ," $750,000 ",12/17/2018
3,FLATBUSH-EAST,29 COMMERCIAL GARAGES,4,4771,70,,G7, 1185 UTICA AVENUE ,,11203,0,0,0,"2,000",0,0, 4 , G7 , $-   ,5/17/2018
3,FLATBUSH-EAST,29 COMMERCIAL GARAGES,4,4771,71,,G7, N/A UTICA AVENUE ,,0,0,0,0,"2,000",0,0, 4 , G7 ," $824,200 ",4/23/2019
3,FLATBUSH-EAST,29 COMMERCIAL GARAGES,4,4780,32,,G1, 1310 UTICA AVENUE ,,11203,0,1,1,"4,000","2,402",1931, 4 , G1 , $-   ,2/8/2019
3,FLATBUSH-EAST,29 COMMERCIAL GARAGES,4,7932,248,,G1, 5909 PRESTON COURT ,,11234,0,1,1,"5,405","5,700",1960, 4 , G1 , $-   ,8/9/2018
3,FLATBUSH-EAST,29 COMMERCIAL GARAGES,4,7947,37,,G1, 5112 FOSTER AVENUE ,,11203,0,1,1,"6,000","6,000",1955, 4 , G1 ," $1,650,000 ",6/21/2018
3,FLATBUSH-EAST,29 COMMERCIAL GARAGES,1B,7969,9,,V0, 5200 UTICA AVENUE ,,11234,0,0,0,"99,500",0,0, 4 , G8 ," $9,250,000 ",6/5/2018
3,FLATBUSH-EAST,29 COMMERCIAL GARAGES,4,7969,60,,G2, 5268 KINGS HIGHWAY ,,11234,0,1,1,"5,625","4,900",1950, 4 , G2 ," $1,100,000 ",12/19/2018
3,FLATBUSH-EAST,30 WAREHOUSES,4,4771,72,,E9, 1177 UTICA AVENUE ,,11203,0,1,1,"4,000","2,402",1931, 4 , E9 ," $824,200 ",4/23/2019
3,FLATBUSH-EAST,31 COMMERCIAL VACANT LAND,4,7576,12,,V1, 2263 NOSTRAND AVENUE ,,11210,0,0,0,"29,624",0,0, 4 , V1 ," $19,000,000 ",3/19/2019
3,FLATBUSH-EAST,32 HOSPITAL AND HEALTH FACILITIES,4,4973,16,,I7, 604 EAST 40TH   STREET ,,11203,0,0,0,"20,000","8,432",1914, 4 , I7 , $-   ,9/12/2018
3,FLATBUSH-EAST,32 HOSPITAL AND HEALTH FACILITIES,4,4973,16,,I7, 604 EAST 40TH STREET ,,11203,0,0,0,"20,000","8,432",1914, 4 , I7 , $-   ,9/12/2018
3,FLATBUSH-EAST,32 HOSPITAL AND HEALTH FACILITIES,4,7768,6,,I5, 4209 AVENUE J ,,11210,0,1,1,"1,550","2,000",1930, 4 , I5 ," $790,000 ",3/27/2019
3,FLATBUSH-EAST,33 EDUCATIONAL FACILITIES,4,4960,40,,W3, 4321 AVENUE D ,,11203,0,1,1,"1,800","2,100",1933, 4 , W3 ," $750,000 ",3/19/2019
3,FLATBUSH-EAST,33 EDUCATIONAL FACILITIES,4,7666,46,,W8, 3012 AVENUE M ,,11210,0,1,1,"2,000","2,400",1931, 4 , W8 ," $1,215,000 ",5/29/2018
3,FLATBUSH-EAST,37 RELIGIOUS FACILITIES,4,7618,34,,M9, 1781 FLATBUSH AVENUE ,,11210,0,2,2,"7,911","13,494",1960, 4 , M9 ," $2,800,000 ",5/31/2018
3,FLATBUSH-EAST,38 ASYLUMS AND HOMES,4,7580,12,,N9, 1079 EAST 34TH STREET ,,11210,0,1,1,"3,067","1,400",1930, 4 , N9 ," $1,089,228 ",4/5/2019
3,FLATBUSH-EAST,41 TAX CLASS 4 - OTHER,4,4771,69,,Z9, 1187 UTICA AVENUE ,,11203,0,0,0,"2,000",0,0, 4 , Z9 , $-   ,5/17/2018
3,FLATBUSH-EAST,41 TAX CLASS 4 - OTHER,4,4780,13,,Z9, 1266 UTICA AVENUE ,,11203,0,0,0,"4,000",0,0, 4 , Z9 , $-   ,10/23/2018
3,FLATBUSH-EAST,41 TAX CLASS 4 - OTHER,4,7969,65,,Z9, 5264 KINGS HIGHWAY ,,11234,0,0,0,"20,001",0,0, 4 , Z9 ," $3,400,000 ",5/2/2018
3,FLATBUSH-EAST,41 TAX CLASS 4 - OTHER,4,7969,65,,Z9, 5264 KINGS HIGHWAY ,,11234,0,0,0,"20,001",0,0, 4 , Z9 , $-   ,5/2/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,1315,65,,A4, 253 STERLING STREET ,,11225,1,0,1,"2,000","1,680",1910, 1 , A4 , $-   ,3/25/2019
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,1318,77,,A4, 79 LEFFERTS AVENUE ,,11225,1,0,1,"2,138","1,654",1925, 1 , A4 ," $1,875,000 ",12/3/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,1320,15,,A4, 246 STERLING STREET ,,11225,1,0,1,"2,000","1,660",1910, 1 , A4 , $-   ,6/4/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,1320,28,,A4, 278 STERLING STREET ,,11225,1,0,1,"2,000","1,648",1910, 1 , A4 , $-   ,5/29/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,1320,34,,A4, 292 STERLING STREET ,,11225,1,0,1,"2,000","1,660",1910, 1 , A4 ," $1,675,000 ",11/9/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,1330,28,,A4, 388 LEFFERTS AVENUE ,,11225,1,0,1,"2,200",960,1920, 1 , A4 ," $300,000 ",8/16/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,4796,44,,A5, 574 NEW YORK AVENUE ,,11225,1,0,1,"1,473","1,200",1930, 1 , A5 ," $710,000 ",10/23/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,4814,51,,A5, 385 HAWTHORNE STREET ,,11225,1,0,1,"2,000","1,640",1899, 1 , A5 ," $990,000 ",6/22/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,5028,40,,A1, 140 LINCOLN ROAD ,,11225,1,0,1,"5,250","3,646",1910, 1 , A1 ," $2,700,000 ",8/8/2018
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,1,5028,45,,S1, 152 LINCOLN ROAD ,,11225,1,1,2,"5,250","3,712",1910, 1 , S1 , $-   ,2/15/2019
